SentenceID	Model	Smoothing	LogProbability
198	1-gram	add_one	-63.3744
199	1-gram	add_one	-61.7650
200	1-gram	add_one	-47.3109
201	1-gram	add_one	-62.6813
202	1-gram	add_one	-69.5341
203	1-gram	add_one	-68.8409
204	1-gram	add_one	-51.8907
205	1-gram	add_one	-63.3744
206	1-gram	add_one	-62.1327
207	1-gram	add_one	-67.9247
208	1-gram	add_one	-49.0634
209	1-gram	add_one	-61.5449
210	1-gram	add_one	-61.9504
211	1-gram	add_one	-61.2572
212	1-gram	add_one	-68.1478
213	1-gram	add_one	-65.8834
214	1-gram	add_one	-61.9881
215	1-gram	add_one	-52.3215
216	1-gram	add_one	-62.6813
217	1-gram	add_one	-52.7270
218	1-gram	add_one	-69.5341
219	1-gram	add_one	-63.0490
220	1-gram	add_one	-64.4747
221	1-gram	add_one	-68.8409
222	1-gram	add_one	-65.8834
223	1-gram	add_one	-80.5870
224	1-gram	add_one	-69.1286
225	1-gram	add_one	-59.7108
226	1-gram	add_one	-61.2572
227	1-gram	add_one	-52.8715
228	1-gram	add_one	-63.3744
229	1-gram	add_one	-68.1478
230	1-gram	add_one	-53.4201
231	1-gram	add_one	-63.3744
232	1-gram	add_one	-61.2950
233	1-gram	add_one	-61.1772
234	1-gram	add_one	-52.7270
235	1-gram	add_one	-80.5870
236	1-gram	add_one	-61.9881
237	1-gram	add_one	-62.2758
238	1-gram	add_one	-69.1286
239	1-gram	add_one	-53.9701
240	1-gram	add_one	-51.6283
241	1-gram	add_one	-50.8552
242	1-gram	add_one	-62.6813
243	1-gram	add_one	-61.9504
244	1-gram	add_one	-61.1772
245	1-gram	add_one	-53.2770
246	1-gram	add_one	-69.5341
247	1-gram	add_one	-68.8409
248	1-gram	add_one	-53.9701
249	1-gram	add_one	-61.2950
250	1-gram	add_one	-53.2770
251	1-gram	add_one	-52.3215
252	1-gram	add_one	-53.9701
253	1-gram	add_one	-61.5826
254	1-gram	add_one	-69.5341
255	1-gram	add_one	-53.4201
256	1-gram	add_one	-61.4285
257	1-gram	add_one	-70.2272
258	1-gram	add_one	-64.3299
259	1-gram	add_one	-69.1286
260	1-gram	add_one	-68.8409
261	1-gram	add_one	-50.9352
262	1-gram	add_one	-62.6813
263	1-gram	add_one	-63.7421
264	1-gram	add_one	-52.3607
265	1-gram	add_one	-53.9701
266	1-gram	add_one	-56.1288
267	1-gram	add_one	-63.7799
268	1-gram	add_one	-73.7342
269	1-gram	add_one	-62.6813
270	1-gram	add_one	-61.5826
271	1-gram	add_one	-63.7421
272	1-gram	add_one	-52.0242
273	1-gram	add_one	-59.9355
274	1-gram	add_one	-62.1327
275	1-gram	add_one	-63.3744
276	1-gram	add_one	-61.5449
277	1-gram	add_one	-61.2950
278	1-gram	add_one	-66.2019
279	1-gram	add_one	-68.2813
280	1-gram	add_one	-61.9881
281	1-gram	add_one	-63.0490
282	1-gram	add_one	-68.1478
283	1-gram	add_one	-63.3744
284	1-gram	add_one	-59.0306
285	1-gram	add_one	-63.3744
286	1-gram	add_one	-53.9701
287	1-gram	add_one	-52.7270
288	1-gram	add_one	-61.1772
289	1-gram	add_one	-74.1019
290	1-gram	add_one	-53.2770
291	1-gram	add_one	-50.8552
292	1-gram	add_one	-53.4201
293	1-gram	add_one	-47.5340
294	1-gram	add_one	-50.8552
295	1-gram	add_one	-62.6813
296	1-gram	add_one	-61.7650
297	1-gram	add_one	-63.3744
298	1-gram	add_one	-56.1288
299	1-gram	add_one	-67.9247
300	1-gram	add_one	-57.6218
301	1-gram	add_one	-52.3215
302	1-gram	add_one	-52.7270
303	1-gram	add_one	-68.8409
304	1-gram	add_one	-49.9448
305	1-gram	add_one	-69.5341
306	1-gram	add_one	-68.6178
307	1-gram	add_one	-53.4201
308	1-gram	add_one	-51.6283
309	1-gram	add_one	-61.2950
310	1-gram	add_one	-69.1286
311	1-gram	add_one	-66.2019
312	1-gram	add_one	-68.1478
313	1-gram	add_one	-63.3744
314	1-gram	add_one	-59.1259
315	1-gram	add_one	-60.8095
316	1-gram	add_one	-53.9701
317	1-gram	add_one	-59.7108
318	1-gram	add_one	-51.1976
319	1-gram	add_one	-57.8560
320	1-gram	add_one	-52.3215
321	1-gram	add_one	-52.8715
322	1-gram	add_one	-52.3215
323	1-gram	add_one	-53.9701
324	1-gram	add_one	-59.3491
325	1-gram	add_one	-52.3215
326	1-gram	add_one	-61.9504
327	1-gram	add_one	-62.1327
328	1-gram	add_one	-51.6283
329	1-gram	add_one	-62.6813
330	1-gram	add_one	-53.2770
331	1-gram	add_one	-52.3215
332	1-gram	add_one	-61.2572
333	1-gram	add_one	-61.2572
334	1-gram	add_one	-51.6283
335	1-gram	add_one	-61.9504
336	1-gram	add_one	-60.9765
337	1-gram	add_one	-63.3744
338	1-gram	add_one	-52.5839
339	1-gram	add_one	-51.8107
340	1-gram	add_one	-68.6178
341	1-gram	add_one	-69.1286
342	1-gram	add_one	-64.4747
343	1-gram	add_one	-52.3215
344	1-gram	add_one	-50.3066
345	1-gram	add_one	-53.9701
346	1-gram	add_one	-47.3109
347	1-gram	add_one	-51.8907
348	1-gram	add_one	-51.6283
349	1-gram	add_one	-52.3215
350	1-gram	add_one	-68.4355
351	1-gram	add_one	-62.6435
352	1-gram	add_one	-69.5341
353	1-gram	add_one	-53.4201
354	1-gram	add_one	-52.7270
355	1-gram	add_one	-52.3215
356	1-gram	add_one	-63.7421
357	1-gram	add_one	-69.5341
358	1-gram	add_one	-47.3109
359	1-gram	add_one	-49.6134
360	1-gram	add_one	-50.8552
361	1-gram	add_one	-53.4201
362	1-gram	add_one	-70.2272
363	1-gram	add_one	-70.2272
364	1-gram	add_one	-70.2272
365	1-gram	add_one	-70.2272
366	1-gram	add_one	-49.0634
367	1-gram	add_one	-53.4201
368	1-gram	add_one	-63.0490
369	1-gram	add_one	-63.7421
370	1-gram	add_one	-49.9448
371	1-gram	add_one	-51.0222
372	1-gram	add_one	-52.3215
373	1-gram	add_one	-62.6813
374	1-gram	add_one	-51.8107
375	1-gram	add_one	-52.3215
376	1-gram	add_one	-63.3744
377	1-gram	add_one	-59.1259
378	1-gram	add_one	-52.3215
379	1-gram	add_one	-60.8095
380	1-gram	add_one	-70.2272
381	1-gram	add_one	-63.7421
382	1-gram	add_one	-61.5449
383	1-gram	add_one	-50.7121
384	1-gram	add_one	-53.2770
385	1-gram	add_one	-63.3744
386	1-gram	add_one	-61.2950
387	1-gram	add_one	-52.0242
388	1-gram	add_one	-52.3215
389	1-gram	add_one	-47.5340
390	1-gram	add_one	-52.0242
391	1-gram	add_one	-57.6329
392	1-gram	add_one	-70.2272
393	1-gram	add_one	-68.1478
394	1-gram	add_one	-53.2770
395	1-gram	add_one	-61.9504
396	1-gram	add_one	-69.1286
397	1-gram	add_one	-61.5449
398	1-gram	add_one	-63.7421
399	1-gram	add_one	-68.2813
400	1-gram	add_one	-63.0490
401	1-gram	add_one	-56.1288
402	1-gram	add_one	-62.6813
403	1-gram	add_one	-61.0341
404	1-gram	add_one	-52.7270
405	1-gram	add_one	-57.8560
406	1-gram	add_one	-49.5489
407	1-gram	add_one	-59.0306
408	1-gram	add_one	-63.3744
409	1-gram	add_one	-61.0341
410	1-gram	add_one	-62.6813
411	1-gram	add_one	-62.6435
412	1-gram	add_one	-52.3607
413	1-gram	add_one	-61.0718
414	1-gram	add_one	-61.9504
415	1-gram	add_one	-52.5839
416	1-gram	add_one	-70.2272
417	1-gram	add_one	-68.6178
418	1-gram	add_one	-68.1478
419	1-gram	add_one	-69.5341
420	1-gram	add_one	-63.3744
421	1-gram	add_one	-52.8715
422	1-gram	add_one	-70.2272
423	1-gram	add_one	-68.8409
424	1-gram	add_one	-52.8715
425	1-gram	add_one	-57.6218
426	1-gram	add_one	-52.8715
427	1-gram	add_one	-61.9881
428	1-gram	add_one	-53.4201
429	1-gram	add_one	-70.2272
430	1-gram	add_one	-61.2950
431	1-gram	add_one	-53.2770
432	1-gram	add_one	-61.9881
433	1-gram	add_one	-57.6329
434	1-gram	add_one	-52.0242
435	1-gram	add_one	-70.2272
436	1-gram	add_one	-64.4747
437	1-gram	add_one	-52.0242
438	1-gram	add_one	-61.1772
439	1-gram	add_one	-67.8293
440	1-gram	add_one	-62.2758
441	1-gram	add_one	-69.5341
442	1-gram	add_one	-53.4201
443	1-gram	add_one	-61.0718
444	1-gram	add_one	-63.3744
445	1-gram	add_one	-68.4355
446	1-gram	add_one	-61.2572
447	1-gram	add_one	-61.5826
448	1-gram	add_one	-62.6813
449	1-gram	add_one	-63.0490
450	1-gram	add_one	-53.4201
451	1-gram	add_one	-66.2019
452	1-gram	add_one	-50.3066
453	1-gram	add_one	-57.5376
454	1-gram	add_one	-63.0490
455	1-gram	add_one	-68.1478
456	1-gram	add_one	-63.7421
457	1-gram	add_one	-52.3215
458	1-gram	add_one	-63.7421
459	1-gram	add_one	-51.4052
460	1-gram	add_one	-64.3299
461	1-gram	add_one	-53.4201
462	1-gram	add_one	-45.8068
463	1-gram	add_one	-52.5839
464	1-gram	add_one	-51.6676
465	1-gram	add_one	-51.6676
466	1-gram	add_one	-63.0490
467	1-gram	add_one	-63.3744
468	1-gram	add_one	-52.3607
469	1-gram	add_one	-68.6178
470	1-gram	add_one	-70.2272
471	1-gram	add_one	-61.9881
472	1-gram	add_one	-60.6018
473	1-gram	add_one	-53.2770
474	1-gram	add_one	-59.3854
475	1-gram	add_one	-67.9247
476	1-gram	add_one	-63.3744
477	1-gram	add_one	-70.2272
478	1-gram	add_one	-63.3744
479	1-gram	add_one	-67.4547
480	1-gram	add_one	-59.0306
481	1-gram	add_one	-53.2770
482	1-gram	add_one	-66.5637
483	1-gram	add_one	-51.1976
484	1-gram	add_one	-62.2758
485	1-gram	add_one	-60.8095
486	1-gram	add_one	-53.2770
487	1-gram	add_one	-51.6676
488	1-gram	add_one	-66.2019
489	1-gram	add_one	-49.6263
490	1-gram	add_one	-61.9881
491	1-gram	add_one	-52.3215
492	1-gram	add_one	-61.9504
493	1-gram	add_one	-59.3491
494	1-gram	add_one	-62.6813
495	1-gram	add_one	-63.3744
496	1-gram	add_one	-51.8907
497	1-gram	add_one	-52.1784
498	1-gram	add_one	-53.2770
499	1-gram	add_one	-63.3744
500	1-gram	add_one	-68.1478
501	1-gram	add_one	-53.9701
502	1-gram	add_one	-65.8834
503	1-gram	add_one	-52.3215
504	1-gram	add_one	-61.7650
505	1-gram	add_one	-67.8293
506	1-gram	add_one	-66.2019
507	1-gram	add_one	-53.2770
508	1-gram	add_one	-62.6435
509	1-gram	add_one	-51.6676
510	1-gram	add_one	-53.9701
511	1-gram	add_one	-53.9701
512	1-gram	add_one	-70.2272
513	1-gram	add_one	-50.9352
514	1-gram	add_one	-53.4201
515	1-gram	add_one	-70.2272
516	1-gram	add_one	-64.3299
517	1-gram	add_one	-51.8907
518	1-gram	add_one	-70.2272
519	1-gram	add_one	-68.6178
520	1-gram	add_one	-63.3744
521	1-gram	add_one	-62.6435
522	1-gram	add_one	-70.2272
523	1-gram	add_one	-62.6813
524	1-gram	add_one	-64.3299
525	1-gram	add_one	-52.3215
526	1-gram	add_one	-53.9701
527	1-gram	add_one	-63.7421
528	1-gram	add_one	-62.6435
529	1-gram	add_one	-49.0634
530	1-gram	add_one	-69.1286
531	1-gram	add_one	-49.0634
532	1-gram	add_one	-63.0490
533	1-gram	add_one	-61.7650
534	1-gram	add_one	-70.2272
535	1-gram	add_one	-63.7421
536	1-gram	add_one	-53.2770
537	1-gram	add_one	-66.2019
538	1-gram	add_one	-61.9881
539	1-gram	add_one	-69.5341
540	1-gram	add_one	-48.2176
541	1-gram	add_one	-53.9701
542	1-gram	add_one	-52.5839
543	1-gram	add_one	-59.1259
544	1-gram	add_one	-49.7217
545	1-gram	add_one	-53.9701
546	1-gram	add_one	-51.1976
547	1-gram	add_one	-67.4547
548	1-gram	add_one	-52.3215
549	1-gram	add_one	-53.2770
550	1-gram	add_one	-52.8715
551	1-gram	add_one	-52.8715
552	1-gram	add_one	-52.7270
553	1-gram	add_one	-70.2272
554	1-gram	add_one	-62.6435
555	1-gram	add_one	-61.9504
556	1-gram	add_one	-53.4201
557	1-gram	add_one	-61.9881
558	1-gram	add_one	-69.1286
559	1-gram	add_one	-51.6283
560	1-gram	add_one	-53.2770
561	1-gram	add_one	-60.6018
562	1-gram	add_one	-50.9352
563	1-gram	add_one	-52.7270
564	1-gram	add_one	-49.0634
565	1-gram	add_one	-68.8409
566	1-gram	add_one	-57.6218
567	1-gram	add_one	-50.9352
568	1-gram	add_one	-47.5340
569	1-gram	add_one	-50.9352
570	1-gram	add_one	-70.2272
571	1-gram	add_one	-69.5341
572	1-gram	add_one	-53.4201
573	1-gram	add_one	-62.2758
574	1-gram	add_one	-65.9787
575	1-gram	add_one	-63.0490
576	1-gram	add_one	-68.1478
577	1-gram	add_one	-63.7421
578	1-gram	add_one	-63.3744
579	1-gram	add_one	-62.6813
580	1-gram	add_one	-67.8293
581	1-gram	add_one	-57.5376
582	1-gram	add_one	-63.3744
583	1-gram	add_one	-53.9701
584	1-gram	add_one	-61.7650
585	1-gram	add_one	-51.5723
586	1-gram	add_one	-59.7108
587	1-gram	add_one	-51.8107
588	1-gram	add_one	-69.5341
589	1-gram	add_one	-53.9701
590	1-gram	add_one	-53.9701
591	1-gram	add_one	-62.6435
592	1-gram	add_one	-68.6178
593	1-gram	add_one	-62.6813
594	1-gram	add_one	-59.3854
595	1-gram	add_one	-53.9701
596	1-gram	add_one	-62.6813
597	1-gram	add_one	-53.9701
598	1-gram	add_one	-63.7421
599	1-gram	add_one	-68.8409
600	1-gram	add_one	-69.5341
601	1-gram	add_one	-49.6263
602	1-gram	add_one	-61.2950
603	1-gram	add_one	-61.3442
604	1-gram	add_one	-61.0718
605	1-gram	add_one	-69.5341
606	1-gram	add_one	-66.2019
607	1-gram	add_one	-59.3491
608	1-gram	add_one	-53.9701
609	1-gram	add_one	-69.5341
610	1-gram	add_one	-62.6435
611	1-gram	add_one	-51.8907
612	1-gram	add_one	-62.1327
613	1-gram	add_one	-59.1259
614	1-gram	add_one	-53.2770
615	1-gram	add_one	-69.1286
616	1-gram	add_one	-61.9881
617	1-gram	add_one	-68.2813
618	1-gram	add_one	-68.1478
619	1-gram	add_one	-52.5839
620	1-gram	add_one	-57.6329
621	1-gram	add_one	-62.2758
622	1-gram	add_one	-62.6435
623	1-gram	add_one	-63.7421
624	1-gram	add_one	-61.0341
625	1-gram	add_one	-53.9701
626	1-gram	add_one	-50.7121
627	1-gram	add_one	-62.6813
628	1-gram	add_one	-53.2770
629	1-gram	add_one	-62.6435
630	1-gram	add_one	-62.6813
631	1-gram	add_one	-62.1327
632	1-gram	add_one	-61.5449
633	1-gram	add_one	-53.2770
634	1-gram	add_one	-52.3215
635	1-gram	add_one	-61.5449
636	1-gram	add_one	-45.8068
637	1-gram	add_one	-51.6283
638	1-gram	add_one	-63.0490
639	1-gram	add_one	-61.2572
640	1-gram	add_one	-52.3215
641	1-gram	add_one	-52.1784
642	1-gram	add_one	-52.3215
643	1-gram	add_one	-61.9881
644	1-gram	add_one	-61.9881
645	1-gram	add_one	-53.9701
646	1-gram	add_one	-52.8715
647	1-gram	add_one	-69.5341
648	1-gram	add_one	-53.9701
649	1-gram	add_one	-50.9352
650	1-gram	add_one	-51.8907
651	1-gram	add_one	-53.9701
652	1-gram	add_one	-53.2770
653	1-gram	add_one	-53.9701
654	1-gram	add_one	-62.6435
655	1-gram	add_one	-51.8107
656	1-gram	add_one	-63.7421
657	1-gram	add_one	-63.3744
658	1-gram	add_one	-68.6178
659	1-gram	add_one	-67.8293
660	1-gram	add_one	-50.8552
661	1-gram	add_one	-52.8715
662	1-gram	add_one	-63.3744
663	1-gram	add_one	-70.2272
664	1-gram	add_one	-53.4201
665	1-gram	add_one	-59.3491
666	1-gram	add_one	-68.8409
667	1-gram	add_one	-68.1478
668	1-gram	add_one	-61.5826
669	1-gram	add_one	-53.4201
670	1-gram	add_one	-63.3744
671	1-gram	add_one	-50.9352
672	1-gram	add_one	-68.2813
673	1-gram	add_one	-52.3215
674	1-gram	add_one	-51.6283
675	1-gram	add_one	-61.2572
676	1-gram	add_one	-61.2572
677	1-gram	add_one	-52.3607
678	1-gram	add_one	-51.0222
679	1-gram	add_one	-67.4547
680	1-gram	add_one	-49.6263
681	1-gram	add_one	-59.9355
682	1-gram	add_one	-49.0634
683	1-gram	add_one	-49.0634
684	1-gram	add_one	-69.5341
685	1-gram	add_one	-68.2813
686	1-gram	add_one	-51.8107
687	1-gram	add_one	-62.6813
688	1-gram	add_one	-49.5489
689	1-gram	add_one	-74.1019
690	1-gram	add_one	-52.3215
691	1-gram	add_one	-53.9701
692	1-gram	add_one	-65.8834
693	1-gram	add_one	-61.2572
694	1-gram	add_one	-59.3854
695	1-gram	add_one	-63.3744
696	1-gram	add_one	-50.3066
697	1-gram	add_one	-50.9352
698	1-gram	add_one	-67.4547
699	1-gram	add_one	-61.2572
700	1-gram	add_one	-62.6435
701	1-gram	add_one	-57.8560
702	1-gram	add_one	-57.5376
703	1-gram	add_one	-69.5341
704	1-gram	add_one	-62.6813
705	1-gram	add_one	-70.2272
706	1-gram	add_one	-50.3066
707	1-gram	add_one	-52.3607
708	1-gram	add_one	-52.3215
709	1-gram	add_one	-48.2176
710	1-gram	add_one	-62.6813
711	1-gram	add_one	-49.7217
712	1-gram	add_one	-62.1327
713	1-gram	add_one	-62.6813
714	1-gram	add_one	-63.3744
715	1-gram	add_one	-52.7270
716	1-gram	add_one	-63.7421
717	1-gram	add_one	-62.2758
718	1-gram	add_one	-53.2770
719	1-gram	add_one	-63.0490
720	1-gram	add_one	-51.8907
721	1-gram	add_one	-64.3299
722	1-gram	add_one	-53.2770
723	1-gram	add_one	-63.3744
724	1-gram	add_one	-52.5839
725	1-gram	add_one	-50.9352
726	1-gram	add_one	-61.2572
727	1-gram	add_one	-63.0490
728	1-gram	add_one	-68.8409
729	1-gram	add_one	-52.8715
730	1-gram	add_one	-63.3744
731	1-gram	add_one	-52.7270
732	1-gram	add_one	-59.3491
733	1-gram	add_one	-57.8560
734	1-gram	add_one	-70.2272
735	1-gram	add_one	-70.2272
736	1-gram	add_one	-52.3607
737	1-gram	add_one	-57.8560
738	1-gram	add_one	-63.7421
739	1-gram	add_one	-61.0341
740	1-gram	add_one	-53.2770
741	1-gram	add_one	-59.0306
742	1-gram	add_one	-61.2950
743	1-gram	add_one	-62.6813
744	1-gram	add_one	-53.2770
745	1-gram	add_one	-50.9352
746	1-gram	add_one	-70.2272
747	1-gram	add_one	-57.6329
748	1-gram	add_one	-68.8409
749	1-gram	add_one	-62.6435
750	1-gram	add_one	-52.8715
751	1-gram	add_one	-50.8552
752	1-gram	add_one	-61.7650
753	1-gram	add_one	-66.5637
754	1-gram	add_one	-61.0718
755	1-gram	add_one	-64.3299
756	1-gram	add_one	-59.0306
757	1-gram	add_one	-52.5839
758	1-gram	add_one	-70.2272
759	1-gram	add_one	-51.2229
760	1-gram	add_one	-63.3744
761	1-gram	add_one	-63.0490
762	1-gram	add_one	-45.8068
763	1-gram	add_one	-53.9701
764	1-gram	add_one	-59.0306
765	1-gram	add_one	-68.8409
766	1-gram	add_one	-51.8907
767	1-gram	add_one	-52.1784
768	1-gram	add_one	-52.5839
769	1-gram	add_one	-50.9352
770	1-gram	add_one	-60.9765
771	1-gram	add_one	-53.4201
772	1-gram	add_one	-68.8409
773	1-gram	add_one	-59.3491
774	1-gram	add_one	-56.1288
775	1-gram	add_one	-52.3215
776	1-gram	add_one	-63.3744
777	1-gram	add_one	-53.9701
778	1-gram	add_one	-61.2572
779	1-gram	add_one	-59.3854
780	1-gram	add_one	-63.7421
781	1-gram	add_one	-51.8907
782	1-gram	add_one	-51.5723
783	1-gram	add_one	-62.6813
784	1-gram	add_one	-61.9881
785	1-gram	add_one	-53.2770
786	1-gram	add_one	-68.8409
787	1-gram	add_one	-52.5839
788	1-gram	add_one	-63.0490
789	1-gram	add_one	-63.3744
790	1-gram	add_one	-52.5839
791	1-gram	add_one	-61.4285
792	1-gram	add_one	-52.3215
793	1-gram	add_one	-74.1019
794	1-gram	add_one	-51.8907
795	1-gram	add_one	-53.9701
796	1-gram	add_one	-62.6813
797	1-gram	add_one	-47.2155
798	1-gram	add_one	-52.8715
799	1-gram	add_one	-53.9701
800	1-gram	add_one	-63.3744
801	1-gram	add_one	-62.2758
802	1-gram	add_one	-51.8907
803	1-gram	add_one	-52.8715
804	1-gram	add_one	-61.5449
805	1-gram	add_one	-63.0490
806	1-gram	add_one	-53.9701
807	1-gram	add_one	-63.3744
808	1-gram	add_one	-50.9352
809	1-gram	add_one	-60.8095
810	1-gram	add_one	-80.5870
811	1-gram	add_one	-61.2950
812	1-gram	add_one	-51.6283
813	1-gram	add_one	-65.8834
814	1-gram	add_one	-68.1478
815	1-gram	add_one	-53.9701
816	1-gram	add_one	-68.6178
817	1-gram	add_one	-62.6813
818	1-gram	add_one	-52.3215
819	1-gram	add_one	-52.5839
820	1-gram	add_one	-51.6283
821	1-gram	add_one	-51.8907
